id,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant_room,store_room,furnishing_type,luxury_category,floor_category,img,society,near_locatio
1546,flat,sector 84,0.94,3.0,2.0,3+,New Property,1222.0,0.0,0.0,semifurnished,Medium,Mid Floor,static/data/76.jpg,Antriksh Heights,"{'Society Park': '2 mins', 'MatriKiran High School': '11 mins', 'Old Bengali Market': '4 mins'}"
1547,house,sector 45,7.35,6.0,4.0,3+,Old Property,2475.0,1.0,1.0,semifurnished,Medium,Mid Floor,static/data/77.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1548,flat,sector 69,1.6,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,unfurnished,High,Low Floor,static/data/78.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
1549,flat,sector 66,3.5,3.0,3.0,2,Relatively New,2200.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/79.jpg,Emaar Mgf The Palm Drive,"{'Ashoka International School': '2.3 Km', 'HUB 66': '2.6 Km', 'Park Hospital': '2.8 Km', 'Vatika Business Centre': '2.9 Km', 'NH 248A': '3.8 Km', 'Gurugram University': '4.3 Km', 'De Adventure Park': '5 Km', 'Sealdah': '6.1 Km', 'Sector 55-56 Rapid Metro Station': '6.5 Km', 'Hasanpur': '6.5 Km', 'Tau DeviLal Sports Complex': '7.2 Km', 'DLF Golf and Country Club': '11.9 Km', 'The Oberoi Gurgaon': '15 Km', 'Indira Gandhi International Airport': '22.7 Km'}"
1550,house,sector 50,13.2,6.0,6.0,0,Moderately Old,4861.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/80.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1551,flat,sector 69,1.9,4.0,4.0,2,Relatively New,1743.0,0.0,1.0,unfurnished,High,Mid Floor,static/data/81.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
1552,flat,sector 61,2.0,3.0,3.0,3,Moderately Old,1538.0,0.0,0.0,semifurnished,Medium,High Floor,static/data/82.jpg,Pioneer Park,"{'Hong Kong Bazaar': '1.6 Km', 'W Pratiksha Hospital': '1.9 Km', 'AIPL Business Club': '2.2 Km', 'Golf Course Ext Rd': '2.8 Km', 'Sector 55-56 Rapid Metro': '3 Km', 'PVR Drive In Theatre': '3.4 Km', 'Gurugram University': '4.5 Km', 'Duke Horse Riding Club': '5.2 Km', 'Surajgarh Gurgaon': '5.6 Km', 'Pathways School Gurgaon': '6.9 Km', 'Radisson Hotel Gurugram': '7.6 Km', 'SkyJumper Trampoline Park': '8.2 Km', 'DLF Golf and Country Club': '10.3 Km', 'Indira Gandhi International Airport': '20.4 Km'}"
1553,flat,sector 110,2.25,4.0,4.0,3+,Relatively New,2350.0,1.0,0.0,unfurnished,High,Low Floor,static/data/83.jpg,Mahindra Aura,"{'Dwarka Expy, Block D, New Palam Vihar': '2 KM', 'Park Hospital, Palam Vihar': '2.2 KM', 'Red Roses Public School': '2.4 KM', 'Global Foyer Mall,  Palam Vihar': '3.3 KM', 'The NorthCap University': '4 KM', 'Indira Gandhi Intl Airport': '16.9 KM'}"
1554,flat,sector 81,2.25,3.0,3.0,3+,New Property,1929.0,1.0,0.0,furnished,High,Mid Floor,static/data/84.jpg,Dlf The Ultima,"{'Miracles Apollo Cradle Hospital': '700 Meter', 'Manesar Road': '1 KM', 'Vatika Town Square-INXT': '2.7 KM', 'NH 48': '2.8 KM', 'Euro International School, Sec 84': '3.2 KM', 'Garhi Harsaru Junction': '7 KM', 'SGT University': '14.4 KM', 'Huda Metro Station (Gurugram)': '19.5 KM', 'Indira Gandhi Intl Airport': '29.4 KM'}"
1555,flat,sector 102,1.49,3.0,3.0,3,Relatively New,1315.0,0.0,0.0,semifurnished,High,Mid Floor,static/data/85.jpg,Emaar Gurgaon Greens,"{'JMS Marine Square Mall': '1.5 Km', 'Vibrant Hospital': '1.6 Km', 'Prime Scholars Int. School': '2.5 Km', 'Ramgarh Farms & Resort': '5.8 Km', 'Dwarka Expressway': '6.1 Km', 'DPG Institute of Technology': '8.7 Km', 'Basai Road': '6.1 Km', 'SkyJumper Trampoline Park': '10.5 Km', 'IMT Manesar': '16 Km', 'Indira Gandhi International Airport': '25.7 Km'}"
1556,flat,sector 77,0.8,2.0,2.0,2,Relatively New,1163.0,0.0,0.0,semifurnished,Low,Mid Floor,static/data/86.jpg,Umang Winter Hills,"{'Jhankar Senior Secondary School': '1.2 Km', 'Delhi Jaipur Expressway': '2.5 Km', 'Miracles Apollo Hospital': '4.5 Km', 'Hyatt Regency Gurgaon': '5.2 Km', 'Entertainland Mall': '5.5 Km', 'Aravalli Hills': '6.5 Km', 'Eros Corporate Park': '6.6 Km', 'Singhania University, Manesar': '9.5 Km', 'Garhi Harsaru Junction': '10.5 Km', 'Indira Gandhi International Airport': '31.5 Km'}"
1557,flat,sector 90,1.88,4.0,4.0,3+,Relatively New,2726.0,1.0,0.0,unfurnished,Medium,High Floor,static/data/87.jpg,Dlf New Town Heights,"{'KLAY Play School': '1.7 KM', 'RHM Public School': '2.1 KM', 'Sanjeevani Hospital': '2.5 KM', 'Garhi Harsaru Junction': '5.9 KM', 'Spaze Business Park': '21.4 KM', 'Orchid Business Park': '21.5 KM', 'MG Road Metro Station': '25.6 KM', 'IGI Airport': '35.3 KM'}"
1558,flat,sector 90,0.65,2.0,2.0,3,Relatively New,1222.0,0.0,0.0,unfurnished,High,Mid Floor,static/data/88.jpg,Shree Vardhman Flora,"{'Holiday Inn Gurugram Sector 90': '1.9 Km', 'IRIS Broadway Mall': '2.2 Km', 'Aarvy Healthcare Hospital': '2.3 Km', 'Flying Wings Badminton Academy': '2.9 Km', 'Saraswati Model School': '3.3 Km', 'Garhi Harsaru Junction': '4.4 Km', 'Dwarka Expressway': '6.8 km', 'SGT University': '11.3 km', 'Orchid Business Park': '16.7 km', 'Indira Gandhi International Airport': '30.5 Km'}"
1559,flat,sector 85,1.09,2.0,2.0,3,Relatively New,1475.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/89.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1560,flat,sector 83,1.55,3.0,3.0,3,Relatively New,1400.0,1.0,0.0,semifurnished,High,Mid Floor,static/data/90.jpg,Emaar Palm Gardens,"{'iGrow Montessori Play School': '1.8 Km', 'Matrikiran High School': '1.2 Km', 'Badsa AMS Hospital': '1.7 Km', 'Hyatt Regency': '3.2 Km', 'GlobalHealthcare Multispeciality': '1.6 Km', 'Cricket Academy': '1.3 Km', ""V'Lante Mall"": '1.5 Km', 'Nakhrola Stadium': '4.6 Km', 'NH 48 Gurugram': '6.8 Km', 'Patli Railway Station': '18.5 Km', 'Indira Gandhi International Airport': '28.5 Km'}"
1561,flat,sector 107,1.65,4.0,5.0,3+,Relatively New,2505.0,1.0,0.0,unfurnished,Low,High Floor,static/data/91.jpg,M3m Woodshire,"{'Signum 107': '0.45 Km', 'The Shikshiyan School': '1.9 Km', 'Nora Solomon Medicenter': '2.9Km', 'Najafgarh Jheel Bird Sanctuary': '3.6 Km', 'Skylark Cricket Academy': '3.8 Km', 'Indira Gandhi International Airport': '21.2Km'}"
1562,flat,sector 37d,1.95,4.0,3.0,3,Under Construction,1650.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/92.jpg,Bptp Terra,"{'Euro International School': '0.53 Km', 'Dwarka Expressway': '1.4 Km', 'DPG Institute of Technology': '6.7 Km', 'SkyJumper Trampoline Park': '9.5 Km', 'Medanta -The Medicity': '10 Km', 'Holiday Inn Sector 90': '10.3 Km', 'DLF Corporate Greens': '9.6 Km', 'Golf Course Extension Road': '13.2 Km', 'Airia Mall': '15.8 Km', 'Indira Gandhi International Airport': '24.3 Km', 'Amma Hospital': '1 Km'}"
1563,flat,sector 90,0.86,3.0,4.0,3,Relatively New,1525.0,1.0,0.0,semifurnished,Medium,Low Floor,static/data/93.jpg,Shree Vardhman Flora,"{'Holiday Inn Gurugram Sector 90': '1.9 Km', 'IRIS Broadway Mall': '2.2 Km', 'Aarvy Healthcare Hospital': '2.3 Km', 'Flying Wings Badminton Academy': '2.9 Km', 'Saraswati Model School': '3.3 Km', 'Garhi Harsaru Junction': '4.4 Km', 'Dwarka Expressway': '6.8 km', 'SGT University': '11.3 km', 'Orchid Business Park': '16.7 km', 'Indira Gandhi International Airport': '30.5 Km'}"
1564,flat,sector 86,1.55,3.0,3.0,1,Relatively New,1900.0,0.0,0.0,semifurnished,High,High Floor,static/data/94.jpg,Dlf The Skycourt,"{'Holiday Inn Hotel Sector 90': '1.7 Km', 'Rao Bharat Singh International School': '2.3 Km', 'Aarvy Healthcare': '3.2 Km', 'NH-8, Imt Manesar': '8.7 Km', 'Imt Manesar': '5.9 Km', 'Sapphire 83 Mall': '6.1 Km', 'National Tennis Academy Sector 98': '7.2 Km', 'DPG Institute of Technology': '13.3 Km', 'Indira Gandhi International Airport': '31.6 Km', 'Aapno Ghar': '9.4 Km'}"
1565,flat,sector 92,1.68,3.0,4.0,3+,Relatively New,1804.0,1.0,0.0,semifurnished,High,High Floor,static/data/95.jpg,Bestech Park View Sanskruti,"{'Sapphire 93 Mall': '1.2 Km', 'Holiday Inn Sector 90': '2 Km', 'Aarvy Healthcare Hospital': '3.6 Km', 'RPS International School Sector 89': '3.7 Km', 'National Tennis Academy Sector 98': '5.3 Km', 'Dwarka Expressway': '5.8 Km', 'NH-8, Imt Manesar': '6.4 Km', 'DPG Institute of Technology': '15.4 Km', 'De Adventure Park': '16.6 Km', 'Western Peripheral Expressway': '18.2 Km', 'Indira Gandhi International Airport': '34.2 Km'}"
1566,flat,sector 113,2.45,3.0,3.0,3+,Relatively New,1890.0,0.0,0.0,unfurnished,High,Mid Floor,static/data/96.jpg,La Vida By Tata Housing,"{'Bajghera Road': '550 Meter', ""Rion's Hospital"": '3.1 KM', 'Dwarka Expy': '3.8 KM', 'Bijwasan Railway Station': '4.5 KM', 'Euro International School, Sector- 109.': '6.1 KM', 'The NorthCap University': '6.7 KM', 'Dwarka Sector 21': '7.4 KM', 'Pacific D21 Mall': '7.5 KM', 'Indira Gandhi Intl Airport': '15.6 KM'}"
1567,flat,sector 65,3.67,3.0,3.0,2,Under Construction,2040.0,1.0,0.0,unfurnished,Low,High Floor,static/data/97.jpg,M3m Heights,"{'M3m 65th Avenue Mall': '0.25 Km', 'DPS International School': '0.85 Km', 'Golf Course Extension Road': '1.4 Km', 'Park Hospital': '3.5 Km', 'Lemon Tree Hotel': '4.4 Km', 'Rapid Metro Sector 56': '5 Km', 'SkyJumper Trampoline Park': '5.1 Km', 'PVR Drive in Theatre': '5.7 Km', 'DPG Institute of Technology': '7.9 Km', 'Indira Gandhi International Airport': '22.8 Km', 'Gurgaon - Delhi Expy': '3.7 KM'}"
1568,flat,sector 90,0.38,2.0,2.0,1,Under Construction,767.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/98.jpg,Green Court,"{'ICICI ATM': '850 Meter', 'Sai Sports Club cricket ground': '1.2 KM', 'Silver Streak Hospital': '1.4 KM', 'Gurukul Preschool': '1.6 KM', 'Yaduvanshi Shiksha Niketan': '1.8 KM', 'HP PETROL PUMP Unnamed Rd': '2.6 KM', 'INOX Cinema': '2 KM', 'Bharat Ram Global School': '2.2 KM', 'HDFC Bank': '2.2 KM', 'Nawada Cricket Accadmy': '2.4 KM', 'Arc Multi Speciality': '2.5 KM', 'Sanjeevani Hospital': '2.6 KM', 'Baba Kanala Chowk': '3.3 KM', 'RPS International School': '3.6 KM', 'Pataudi Rd': '5.7 KM'}"
1569,house,sector 109,11.25,7.0,5.0,3+,Relatively New,4500.0,1.0,0.0,unfurnished,Low,Mid Floor,static/data/99.jpg,International City By Sobha Phase 2,"{'Euro International School': '1.1 KM', 'Dwarka Expressway': '2.7 KM', 'Gurgaon Railway Station': '4.2 KM', 'Aryan Hospital': '6.7 KM', 'The NorthCap University': '7.4 KM', 'Dwarka Sector 21 Metro Station': '10.9 KM', 'Pacific D21 Mall': '11 KM', 'Indira Gandhi Intl Airport': '18.1 KM'}"
1570,house,sector 28,11.75,4.0,5.0,3+,Relatively New,2844.0,1.0,1.0,semifurnished,Medium,Mid Floor,static/data/100.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1571,flat,sector 85,1.2,3.0,4.0,2,Relatively New,1650.0,1.0,0.0,unfurnished,Low,Mid Floor,static/data/101.jpg,Orris Aster Court Premier,"{'The Heritage Pride Modern School': '3 Minute', 'Genesis Hospital': '4 Minute', 'National Highway 8': '5 Minute', 'Bharat Ram Global School': '5 Minute', 'SS Omnia Mall': '7 Minute', 'RPS International School': '7 Minute', 'Miracles Apollo Cradle / Spectra': '8 Minute', 'Silver Streak Multi Speciality': '8 Minute', 'Gurgaon Toll': '10 Minute', 'Propose Metro Station': '10 Minute', 'Delhi Public School': '10 Minute', 'Matrikiran High School': '10 Minute', 'Rajiv Chowk': '20 Minute', 'Lions Public School': '20 Minute', 'IGI Airport': '35 Minute'}"
1572,flat,sector 106,1.13,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,unfurnished,Low,High Floor,static/data/102.jpg,Paras Dews,"{'NeoSquare Shopping Mall': '1.3 Km', 'Glorious World School': '1.9 Km', 'Chirag Hospital': '2.4 Km', 'Hamoni Golf Camp': '8.5 Km', 'Country Inn & Suites by Radisson': '7.9 Km', 'SkyJumper Trampoline Park': '10.6 Km', 'DPG Institute of Technology': '11.8 Km', 'MG Road Metro Station': '11.4 Km', 'Indira Gandhi International Airport': '19.4 Km', 'Gurgaon': '2.9 Km', 'Dwarka Expressway': '1.7 Km'}"
1573,house,sector 48,18.5,4.0,4.0,1,Moderately Old,7000.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/103.jpg,Vipul Tatvam Villa,"{'HDFC Bank': '43 mtrs', 'The Sixth Element School': '270 mtrs', 'K.R.Mangalam World School': '650 mtrs', 'Sushil Park': '400 mtrs', 'Peer Baba Ki Mazar': '400 mtrs', 'Punjab National Bank': '2.0 kms', 'CoNexus.Life B35': '160 mtrs', 'Medhaam Pre School & Daycare': '850 mtrs', 'Moksh Wellness Pvt Ltd.': '650 mtrs', 'Marriott Courtyard': '1.5 kms', 'Axis Bank': '1.4 kms', 'World Tech Park': '2.4 kms', 'Athena': '2.6 kms', 'Bharat Petroleum Petrol Pump': '2.6 kms', 'Star Mall': '2.3 kms'}"
1574,house,sector 4,0.61,2.0,2.0,2,Moderately Old,61.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/104.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1575,flat,sector 90,1.26,3.0,3.0,2,Relatively New,1650.0,0.0,0.0,unfurnished,Low,High Floor,static/data/105.jpg,Dlf Regal Gardens,"{'HDFC Bank, Pataudi Rd': '1.6 KM', 'Holiday Inn Gurugram Sector 90': '1.6 KM', 'SS Omnia, Sector 86': '1.9 KM', 'Canara Bank - Nawada Fatehpur': '2.2 KM', 'ICICI Bank ATM, Sector 86': '2.3 KM', 'RPS International School': '2.3 KM', 'Silver Streak Multi Speciality': '2.3 KM', 'Aarvy Healthcare Super Speciality': '2.9 KM', 'RHM Public School': '3 KM', 'Miracles Apollo Cradle Hospital': '3.2 KM', 'Minda Industries Nawada Fatehpur': '4.2 KM', 'Numberdar market, IMT Manesar': '4.2 KM', ""Sodhi's Supermarket, Sector 82"": '4.6 KM', 'M3M SCO Shop cum Office': '4.8 KM', 'State Bank of India': '5.7 KM'}"
1576,flat,sector 69,1.31,3.0,3.0,2,Relatively New,1392.0,0.0,0.0,semifurnished,High,High Floor,static/data/1.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
1577,flat,sector 69,1.75,4.0,4.0,1,Relatively New,1783.0,0.0,0.0,unfurnished,Medium,High Floor,static/data/2.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
1578,flat,sector 108,0.87,2.0,3.0,3,Relatively New,978.23,1.0,0.0,semifurnished,Medium,Low Floor,static/data/3.jpg,Experion The Heartsong,"{'Galleria 108 Mall': '0.65 Km', 'The Shikshiyan School': '0.75 Km', 'Dwarka Expressway': '3 Km', 'Manipal Hospital': '8.5 Km', 'SkyJumper Trampoline Park': '12.1 Km', 'Vivanta New Delhi, Dwarka': '13.3 Km', 'Fun N Food Village': '14.1 Km', 'Central Peripheral Road': '14.8 Km', 'Indira Gandhi International Airport': '20.5 Km'}"
1579,house,sector 11,1.2,7.0,3.0,0,Moderately Old,300.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/4.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1580,flat,sector 104,2.62,4.0,4.0,3+,Relatively New,2851.0,1.0,0.0,unfurnished,High,High Floor,static/data/5.jpg,Ats Triumph,"{'Dhanwapur Road': '1.9 Km', 'Dwarka Expressway': '2.9 Km', 'Govt. PG College': '3 Km', 'Shree Krishna Hospital': '3.4 Km', 'Delhi Public School': '3.5 Km', 'Basai Dhankot': '4.3 Km', 'The Esplanade Mall': '4.8 Km', 'Park Inn': '6.9 Km', 'The NorthCap University': '9.8 Km', ""Oyster's Water Park"": '12 Km', 'IFFCO Chowk Metro Station': '12.2 Km', 'DLF Golf and Country Club': '15.5 Km', 'The Executive Centre': '16.4 Km', 'Indira Gandhi International Airport': '22.1 Km'}"
1581,flat,sector 90,0.66,2.0,2.0,3,Relatively New,1122.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/6.jpg,Shree Vardhman Flora,"{'Holiday Inn Gurugram Sector 90': '1.9 Km', 'IRIS Broadway Mall': '2.2 Km', 'Aarvy Healthcare Hospital': '2.3 Km', 'Flying Wings Badminton Academy': '2.9 Km', 'Saraswati Model School': '3.3 Km', 'Garhi Harsaru Junction': '4.4 Km', 'Dwarka Expressway': '6.8 km', 'SGT University': '11.3 km', 'Orchid Business Park': '16.7 km', 'Indira Gandhi International Airport': '30.5 Km'}"
1582,flat,sector 36,2.2,2.0,2.0,2,New Property,1338.0,0.0,0.0,unfurnished,Low,High Floor,static/data/7.jpg,Krisumi Waterfall Residences,"{'Dwarka Expy': '6 KM', 'Delhi Public School, Sector 84': '3.1 KM', 'Elan Miracle Mall': '6 KM', 'Aarvy Hospital': '8.8 KM', 'Holiday Inn Gurugram Sector 90': '9.1 KM', 'DPG Degree College': '7.6 KM', 'Garhi Harsaru Junction': '11.7 KM', 'Tau DeviLal Sports Complex': '9.7 KM', 'DLF Corporate Greens': '10.3 KM', 'Indira Gandhi International Airport': '25.3 KM', 'NH 48': '3.1 KM'}"
1583,flat,sector 107,0.94,2.0,2.0,3+,Moderately Old,1236.0,0.0,0.0,unfurnished,Medium,Low Floor,static/data/8.jpg,M3m Woodshire,"{'Signum 107': '0.45 Km', 'The Shikshiyan School': '1.9 Km', 'Nora Solomon Medicenter': '2.9Km', 'Najafgarh Jheel Bird Sanctuary': '3.6 Km', 'Skylark Cricket Academy': '3.8 Km', 'Indira Gandhi International Airport': '21.2Km'}"
1584,house,sector 48,7.65,4.0,4.0,3,Moderately Old,4000.0,1.0,0.0,unfurnished,Low,Low Floor,static/data/9.jpg,Vipul Tatvam Villa,"{'HDFC Bank': '43 mtrs', 'The Sixth Element School': '270 mtrs', 'K.R.Mangalam World School': '650 mtrs', 'Sushil Park': '400 mtrs', 'Peer Baba Ki Mazar': '400 mtrs', 'Punjab National Bank': '2.0 kms', 'CoNexus.Life B35': '160 mtrs', 'Medhaam Pre School & Daycare': '850 mtrs', 'Moksh Wellness Pvt Ltd.': '650 mtrs', 'Marriott Courtyard': '1.5 kms', 'Axis Bank': '1.4 kms', 'World Tech Park': '2.4 kms', 'Athena': '2.6 kms', 'Bharat Petroleum Petrol Pump': '2.6 kms', 'Star Mall': '2.3 kms'}"
1585,flat,sector 61,2.41,3.0,3.0,3,New Property,1630.0,0.0,0.0,unfurnished,Medium,Low Floor,static/data/10.jpg,Smart World Orchard,"{'Golf Course Ext Road': '1.1 KM', 'Sector 55-56 Metro station': '1.9 KM', 'Bestech Central Square Mall': '2.5 KM', 'ORCHIDS The International School': '3.1 Km', 'Sushant University': '3.5 KM', 'Marengo Asia Hospitals': '8.8 KM', 'Badshahpur Sohna Rd Hwy': '12.5 KM', 'Gurgaon Railway Station': '16 KM', 'Indira Gandhi Intl Airport': '19.3 KM'}"
1586,house,sector 26,9.0,5.0,5.0,2,Old Property,2700.0,1.0,1.0,furnished,Medium,Mid Floor,static/data/11.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
